Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,year,month,numeric_date,county_encoded,months_since_start,ev_total_lag1,ev_total_lag2,ev_total_lag3,ev_total_roll_mean_3,ev_total_pct_change_1,ev_total_pct_change_3,cumulative_ev,ev_growth_slope
2023-11-30,Alexandria,VA,Passenger,3.0,0.0,3.0,77.0,80.0,3.75,2023,11,24287,4,58,4.0,4.0,4.0,4.0,-0.25,-0.25,166.0,3.8571428571428457
2023-12-31,Alexandria,VA,Passenger,3.0,0.0,3.0,75.0,78.0,3.85,2023,12,24288,4,59,3.0,4.0,4.0,3.6666666666666665,0.0,-0.25,169.0,3.628571428571416
2024-01-31,Alexandria,VA,Passenger,3.0,0.0,3.0,74.0,77.0,3.9,2024,1,24289,4,60,3.0,3.0,4.0,3.333333333333333,0.0,-0.25,172.0,3.3714285714285537
2024-02-29,Alexandria,VA,Passenger,3.0,0.0,3.0,73.0,76.0,3.95,2024,2,24290,4,61,3.0,3.0,3.0,3.0,0.0,0.0,175.0,3.1428571428571264
2017-06-30,Allegheny,PA,Passenger,1.0,0.0,1.0,93.0,94.0,1.06,2017,6,24210,5,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2017-07-31,Allegheny,PA,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2017,7,24211,5,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2017-08-31,Allegheny,PA,Passenger,1.0,0.0,1.0,89.0,90.0,1.11,2017,8,24212,5,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2017-09-30,Allegheny,PA,Passenger,1.0,0.0,1.0,87.0,88.0,1.14,2017,9,24213,5,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2017-10-31,Allegheny,PA,Passenger,1.0,0.0,1.0,91.0,92.0,1.09,2017,10,24214,5,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2017-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,92.0,93.0,1.08,2017,11,24215,5,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2017-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2017,12,24216,5,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2018-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2018,1,24217,5,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2018-02-28,Allegheny,PA,Passenger,1.0,0.0,1.0,84.0,85.0,1.18,2018,2,24218,5,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2018-03-31,Allegheny,PA,Passenger,1.0,0.0,1.0,81.0,82.0,1.22,2018,3,24219,5,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2018-04-30,Allegheny,PA,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2018,4,24220,5,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2018-05-31,Allegheny,PA,Passenger,1.0,0.0,1.0,79.0,80.0,1.25,2018,5,24221,5,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.999999999999998
2018-06-30,Allegheny,PA,Passenger,1.0,0.0,1.0,82.0,83.0,1.2,2018,6,24222,5,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999996
2018-07-31,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2018,7,24223,5,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2018-08-31,Allegheny,PA,Passenger,1.0,0.0,1.0,84.0,85.0,1.18,2018,8,24224,5,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.999999999999998
2018-09-30,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2018,9,24225,5,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2018-10-31,Allegheny,PA,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2018,10,24226,5,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.999999999999998
2018-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,91.0,92.0,1.09,2018,11,24227,5,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2018-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,88.0,89.0,1.12,2018,12,24228,5,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2019-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,91.0,92.0,1.09,2019,1,24229,5,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2019-02-28,Allegheny,PA,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2019,2,24230,5,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2019-03-31,Allegheny,PA,Passenger,1.0,0.0,1.0,92.0,93.0,1.08,2019,3,24231,5,26,1.0,1.0,1.0,1.0,0.0,0.0,27.0,0.9999999999999992
2019-04-30,Allegheny,PA,Passenger,1.0,0.0,1.0,91.0,92.0,1.09,2019,4,24232,5,27,1.0,1.0,1.0,1.0,0.0,0.0,28.0,0.9999999999999972
2019-05-31,Allegheny,PA,Passenger,1.0,0.0,1.0,90.0,91.0,1.1,2019,5,24233,5,28,1.0,1.0,1.0,1.0,0.0,0.0,29.0,0.9999999999999982
2019-06-30,Allegheny,PA,Passenger,1.0,0.0,1.0,85.0,86.0,1.16,2019,6,24234,5,29,1.0,1.0,1.0,1.0,0.0,0.0,30.0,0.9999999999999968
2019-07-31,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2019,7,24235,5,30,1.0,1.0,1.0,1.0,0.0,0.0,31.0,0.9999999999999976
2019-08-31,Allegheny,PA,Passenger,1.0,0.0,1.0,87.0,88.0,1.14,2019,8,24236,5,31,1.0,1.0,1.0,1.0,0.0,0.0,32.0,0.999999999999996
2019-09-30,Allegheny,PA,Passenger,1.0,0.0,1.0,87.0,88.0,1.14,2019,9,24237,5,32,1.0,1.0,1.0,1.0,0.0,0.0,33.0,0.9999999999999968
2019-10-31,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2019,10,24238,5,33,1.0,1.0,1.0,1.0,0.0,0.0,34.0,0.999999999999996
2019-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,86.0,87.0,1.15,2019,11,24239,5,34,1.0,1.0,1.0,1.0,0.0,0.0,35.0,0.999999999999995
2019-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2019,12,24240,5,35,1.0,1.0,1.0,1.0,0.0,0.0,36.0,0.9999999999999978
2020-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2020,1,24241,5,36,1.0,1.0,1.0,1.0,0.0,0.0,37.0,0.9999999999999968
2020-02-29,Allegheny,PA,Passenger,1.0,0.0,1.0,82.0,83.0,1.2,2020,2,24242,5,37,1.0,1.0,1.0,1.0,0.0,0.0,38.0,0.9999999999999992
2020-03-31,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2020,3,24243,5,38,1.0,1.0,1.0,1.0,0.0,0.0,39.0,0.999999999999994
2020-04-30,Allegheny,PA,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2020,4,24244,5,39,1.0,1.0,1.0,1.0,0.0,0.0,40.0,0.9999999999999972
2020-05-31,Allegheny,PA,Passenger,1.0,0.0,1.0,81.0,82.0,1.22,2020,5,24245,5,40,1.0,1.0,1.0,1.0,0.0,0.0,41.0,0.9999999999999988
2020-06-30,Allegheny,PA,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2020,6,24246,5,41,1.0,1.0,1.0,1.0,0.0,0.0,42.0,0.9999999999999968
2020-07-31,Allegheny,PA,Passenger,1.0,0.0,1.0,81.0,82.0,1.22,2020,7,24247,5,42,1.0,1.0,1.0,1.0,0.0,0.0,43.0,0.9999999999999948
2020-08-31,Allegheny,PA,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2020,8,24248,5,43,1.0,1.0,1.0,1.0,0.0,0.0,44.0,0.9999999999999966
2020-09-30,Allegheny,PA,Passenger,1.0,0.0,1.0,77.0,78.0,1.28,2020,9,24249,5,44,1.0,1.0,1.0,1.0,0.0,0.0,45.0,0.999999999999997
2020-10-31,Allegheny,PA,Passenger,1.0,0.0,1.0,77.0,78.0,1.28,2020,10,24250,5,45,1.0,1.0,1.0,1.0,0.0,0.0,46.0,0.999999999999997
2020-11-30,Allegheny,PA,Passenger,1.0,1.0,2.0,75.0,77.0,2.6,2020,11,24251,5,46,1.0,1.0,1.0,1.0,1.0,1.0,48.0,1.1428571428571386
2020-12-31,Allegheny,PA,Passenger,1.0,1.0,2.0,75.0,77.0,2.6,2020,12,24252,5,47,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,50.0,1.3714285714285663
2021-01-31,Allegheny,PA,Passenger,1.0,1.0,2.0,74.0,76.0,2.63,2021,1,24253,5,48,2.0,2.0,1.0,1.6666666666666667,0.0,1.0,52.0,1.6285714285714257
2021-02-28,Allegheny,PA,Passenger,1.0,1.0,2.0,74.0,76.0,2.63,2021,2,24254,5,49,2.0,2.0,2.0,2.0,0.0,0.0,54.0,1.8571428571428528
2021-03-31,Allegheny,PA,Passenger,1.0,1.0,2.0,74.0,76.0,2.63,2021,3,24255,5,50,2.0,2.0,2.0,2.0,0.0,0.0,56.0,1.9999999999999944
2021-04-30,Allegheny,PA,Passenger,1.0,1.0,2.0,73.0,75.0,2.67,2021,4,24256,5,51,2.0,2.0,2.0,2.0,0.0,0.0,58.0,1.9999999999999964
2021-05-31,Allegheny,PA,Passenger,1.0,1.0,2.0,73.0,75.0,2.67,2021,5,24257,5,52,2.0,2.0,2.0,2.0,0.0,0.0,60.0,1.9999999999999936
2021-06-30,Allegheny,PA,Passenger,1.0,1.0,2.0,71.0,73.0,2.74,2021,6,24258,5,53,2.0,2.0,2.0,2.0,0.0,0.0,62.0,1.9999999999999951
2021-07-31,Allegheny,PA,Passenger,1.0,1.0,2.0,73.0,75.0,2.67,2021,7,24259,5,54,2.0,2.0,2.0,2.0,0.0,0.0,64.0,1.999999999999992
2021-08-31,Allegheny,PA,Passenger,1.0,1.0,2.0,72.0,74.0,2.7,2021,8,24260,5,55,2.0,2.0,2.0,2.0,0.0,0.0,66.0,1.9999999999999936
2021-09-30,Allegheny,PA,Passenger,1.0,1.0,2.0,74.0,76.0,2.63,2021,9,24261,5,56,2.0,2.0,2.0,2.0,0.0,0.0,68.0,1.999999999999992
2021-10-31,Allegheny,PA,Passenger,1.0,1.0,2.0,71.0,73.0,2.74,2021,10,24262,5,57,2.0,2.0,2.0,2.0,0.0,0.0,70.0,1.99999999999999
2021-11-30,Allegheny,PA,Passenger,1.0,1.0,2.0,70.0,72.0,2.78,2021,11,24263,5,58,2.0,2.0,2.0,2.0,0.0,0.0,72.0,1.999999999999996
2021-12-31,Allegheny,PA,Passenger,1.0,1.0,2.0,67.0,69.0,2.9,2021,12,24264,5,59,2.0,2.0,2.0,2.0,0.0,0.0,74.0,1.9999999999999936
2022-01-31,Allegheny,PA,Passenger,1.0,1.0,2.0,67.0,69.0,2.9,2022,1,24265,5,60,2.0,2.0,2.0,2.0,0.0,0.0,76.0,1.9999999999999984
2022-02-28,Allegheny,PA,Passenger,1.0,1.0,2.0,65.0,67.0,2.99,2022,2,24266,5,61,2.0,2.0,2.0,2.0,0.0,0.0,78.0,1.999999999999988
2022-03-31,Allegheny,PA,Passenger,1.0,1.0,2.0,65.0,67.0,2.99,2022,3,24267,5,62,2.0,2.0,2.0,2.0,0.0,0.0,80.0,1.999999999999995
2022-04-30,Allegheny,PA,Passenger,1.0,1.0,2.0,65.0,67.0,2.99,2022,4,24268,5,63,2.0,2.0,2.0,2.0,0.0,0.0,82.0,1.9999999999999976
2022-05-31,Allegheny,PA,Passenger,1.0,1.0,2.0,64.0,66.0,3.03,2022,5,24269,5,64,2.0,2.0,2.0,2.0,0.0,0.0,84.0,1.9999999999999936
2022-06-30,Allegheny,PA,Passenger,1.0,1.0,2.0,63.0,65.0,3.08,2022,6,24270,5,65,2.0,2.0,2.0,2.0,0.0,0.0,86.0,1.9999999999999896
2022-07-31,Allegheny,PA,Passenger,1.0,1.0,2.0,64.0,66.0,3.03,2022,7,24271,5,66,2.0,2.0,2.0,2.0,0.0,0.0,88.0,1.999999999999993
2022-08-31,Allegheny,PA,Passenger,1.0,1.0,2.0,64.0,66.0,3.03,2022,8,24272,5,67,2.0,2.0,2.0,2.0,0.0,0.0,90.0,1.999999999999994
2022-09-30,Allegheny,PA,Passenger,1.0,1.0,2.0,63.0,65.0,3.08,2022,9,24273,5,68,2.0,2.0,2.0,2.0,0.0,0.0,92.0,1.999999999999994
2022-10-31,Allegheny,PA,Passenger,1.0,1.0,2.0,62.0,64.0,3.12,2022,10,24274,5,69,2.0,2.0,2.0,2.0,0.0,0.0,94.0,1.999999999999993
2022-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2022,11,24275,5,70,2.0,2.0,2.0,2.0,-0.5,-0.5,95.0,1.8571428571428457
2022-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2022,12,24276,5,71,1.0,2.0,2.0,1.6666666666666667,0.0,-0.5,96.0,1.628571428571417
2023-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,61.0,62.0,1.61,2023,1,24277,5,72,1.0,1.0,2.0,1.3333333333333333,0.0,-0.5,97.0,1.371428571428564
2023-02-28,Allegheny,PA,Passenger,1.0,0.0,1.0,59.0,60.0,1.67,2023,2,24278,5,73,1.0,1.0,1.0,1.0,0.0,0.0,98.0,1.1428571428571337
2023-09-30,Allegheny,PA,Passenger,1.0,0.0,1.0,51.0,52.0,1.92,2023,9,24285,5,74,1.0,1.0,1.0,1.0,0.0,0.0,99.0,0.9999999999999868
2023-10-31,Allegheny,PA,Passenger,1.0,0.0,1.0,50.0,51.0,1.96,2023,10,24286,5,75,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.9999999999999892
2023-11-30,Allegheny,PA,Passenger,1.0,0.0,1.0,48.0,49.0,2.04,2023,11,24287,5,76,1.0,1.0,1.0,1.0,0.0,0.0,101.0,0.9999999999999954
2023-12-31,Allegheny,PA,Passenger,1.0,0.0,1.0,46.0,47.0,2.13,2023,12,24288,5,77,1.0,1.0,1.0,1.0,0.0,0.0,102.0,0.999999999999992
2024-01-31,Allegheny,PA,Passenger,1.0,0.0,1.0,44.0,45.0,2.22,2024,1,24289,5,78,1.0,1.0,1.0,1.0,0.0,0.0,103.0,0.9999999999999952
2024-02-29,Allegheny,PA,Passenger,1.0,0.0,1.0,43.0,44.0,2.27,2024,2,24290,5,79,1.0,1.0,1.0,1.0,0.0,0.0,104.0,0.9999999999999892
2021-09-30,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2021,9,24261,6,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2021-10-31,Allen,IN,Passenger,1.0,0.0,1.0,20.0,21.0,4.76,2021,10,24262,6,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2021-11-30,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2021,11,24263,6,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2021-12-31,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2021,12,24264,6,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2022-01-31,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2022,1,24265,6,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2022-02-28,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2022,2,24266,6,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2022-03-31,Allen,IN,Passenger,1.0,0.0,1.0,19.0,20.0,5.0,2022,3,24267,6,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2022-04-30,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,4,24268,6,12,1.0,1.0,1.0,1.0,0.0,0.0,13.0,1.0
2022-05-31,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,5,24269,6,13,1.0,1.0,1.0,1.0,0.0,0.0,14.0,0.9999999999999992
2022-06-30,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,6,24270,6,14,1.0,1.0,1.0,1.0,0.0,0.0,15.0,0.9999999999999996
2022-07-31,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,7,24271,6,15,1.0,1.0,1.0,1.0,0.0,0.0,16.0,0.999999999999999
2022-08-31,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2022,8,24272,6,16,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.999999999999998
2022-09-30,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,9,24273,6,17,1.0,1.0,1.0,1.0,0.0,0.0,18.0,0.9999999999999996
2022-10-31,Allen,IN,Passenger,1.0,0.0,1.0,18.0,19.0,5.26,2022,10,24274,6,18,1.0,1.0,1.0,1.0,0.0,0.0,19.0,0.9999999999999982
2022-11-30,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2022,11,24275,6,19,1.0,1.0,1.0,1.0,0.0,0.0,20.0,0.999999999999998
2022-12-31,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2022,12,24276,6,20,1.0,1.0,1.0,1.0,0.0,0.0,21.0,0.999999999999999
2023-01-31,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2023,1,24277,6,21,1.0,1.0,1.0,1.0,0.0,0.0,22.0,0.999999999999998
2023-02-28,Allen,IN,Passenger,1.0,0.0,1.0,17.0,18.0,5.56,2023,2,24278,6,22,1.0,1.0,1.0,1.0,0.0,0.0,23.0,0.9999999999999974
2023-03-31,Allen,IN,Passenger,1.0,0.0,1.0,16.0,17.0,5.88,2023,3,24279,6,23,1.0,1.0,1.0,1.0,0.0,0.0,24.0,0.9999999999999976
2023-04-30,Allen,IN,Passenger,1.0,0.0,1.0,15.0,16.0,6.25,2023,4,24280,6,24,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.9999999999999976
2023-05-31,Allen,IN,Passenger,1.0,0.0,1.0,13.0,14.0,6.9025,2023,5,24281,6,25,1.0,1.0,1.0,1.0,0.0,0.0,26.0,0.999999999999999
2023-06-30,Allen,IN,Passenger,1.0,0.0,1.0,12.0,13.0,6.9025,2023,6,24282,6,26,1.0,1.0,1.0,1.0,0.0,0.0,27.0,0.9999999999999992
2023-07-31,Allen,IN,Passenger,1.0,0.0,1.0,10.0,11.0,6.9025,2023,7,24283,6,27,1.0,1.0,1.0,1.0,0.0,0.0,28.0,0.9999999999999972
2023-08-31,Allen,IN,Passenger,1.0,0.0,1.0,10.0,11.0,6.9025,2023,8,24284,6,28,1.0,1.0,1.0,1.0,0.0,0.0,29.0,0.9999999999999982
2023-09-30,Allen,IN,Passenger,1.0,0.0,1.0,10.0,11.0,6.9025,2023,9,24285,6,29,1.0,1.0,1.0,1.0,0.0,0.0,30.0,0.9999999999999968
2023-10-31,Allen,IN,Passenger,1.0,0.0,1.0,10.0,11.0,6.9025,2023,10,24286,6,30,1.0,1.0,1.0,1.0,0.0,0.0,31.0,0.9999999999999976
2023-11-30,Allen,IN,Passenger,1.0,0.0,1.0,9.0,10.0,6.9025,2023,11,24287,6,31,1.0,1.0,1.0,1.0,0.0,0.0,32.0,0.999999999999996
2023-12-31,Allen,IN,Passenger,1.0,0.0,1.0,9.0,10.0,6.9025,2023,12,24288,6,32,1.0,1.0,1.0,1.0,0.0,0.0,33.0,0.9999999999999968
2024-01-31,Allen,IN,Passenger,1.0,0.0,1.0,10.0,11.0,6.9025,2024,1,24289,6,33,1.0,1.0,1.0,1.0,0.0,0.0,34.0,0.999999999999996
2024-02-29,Allen,IN,Passenger,1.0,1.0,2.0,10.0,12.0,6.9025,2024,2,24290,6,34,1.0,1.0,1.0,1.0,1.0,1.0,36.0,1.1428571428571404
2021-04-30,Anchorage,AK,Passenger,1.0,0.0,1.0,150.0,151.0,0.66,2021,4,24256,7,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2021-05-31,Anchorage,AK,Passenger,1.0,0.0,1.0,147.0,148.0,0.68,2021,5,24257,7,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2021-06-30,Anchorage,AK,Passenger,1.0,0.0,1.0,143.0,144.0,0.69,2021,6,24258,7,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
2021-07-31,Anchorage,AK,Passenger,1.0,0.0,1.0,141.0,142.0,0.7,2021,7,24259,7,8,1.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0000000000000002
2021-08-31,Anchorage,AK,Passenger,1.0,0.0,1.0,146.0,147.0,0.68,2021,8,24260,7,9,1.0,1.0,1.0,1.0,0.0,0.0,10.0,0.9999999999999996
2021-09-30,Anchorage,AK,Passenger,1.0,0.0,1.0,148.0,149.0,0.67,2021,9,24261,7,10,1.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0
2021-10-31,Anchorage,AK,Passenger,1.0,0.0,1.0,145.0,146.0,0.68,2021,10,24262,7,11,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.9999999999999996
2021-11-30,Anchorage,AK,Passenger,2.0,0.0,2.0,138.0,140.0,1.43,2021,11,24263,7,12,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.142857142857142
2021-12-31,Anchorage,AK,Passenger,2.0,0.0,2.0,138.0,140.0,1.43,2021,12,24264,7,13,2.0,1.0,1.0,1.3333333333333333,0.0,1.0,16.0,1.371428571428571
2022-01-31,Anchorage,AK,Passenger,2.0,0.0,2.0,138.0,140.0,1.43,2022,1,24265,7,14,2.0,2.0,1.0,1.6666666666666667,0.0,1.0,18.0,1.628571428571427
2022-02-28,Anchorage,AK,Passenger,2.0,0.0,2.0,137.0,139.0,1.44,2022,2,24266,7,15,2.0,2.0,2.0,2.0,0.0,0.0,20.0,1.857142857142856
2022-03-31,Anchorage,AK,Passenger,2.0,0.0,2.0,136.0,138.0,1.45,2022,3,24267,7,16,2.0,2.0,2.0,2.0,0.0,0.0,22.0,2.0
2022-04-30,Anchorage,AK,Passenger,2.0,0.0,2.0,139.0,141.0,1.42,2022,4,24268,7,17,2.0,2.0,2.0,2.0,0.0,0.0,24.0,1.9999999999999996
2022-05-31,Anchorage,AK,Passenger,2.0,0.0,2.0,135.0,137.0,1.46,2022,5,24269,7,18,2.0,2.0,2.0,2.0,0.0,0.0,26.0,2.0
2022-06-30,Anchorage,AK,Passenger,2.0,0.0,2.0,132.0,134.0,1.49,2022,6,24270,7,19,2.0,2.0,2.0,2.0,0.0,0.0,28.0,1.9999999999999984
2022-07-31,Anchorage,AK,Passenger,2.0,0.0,2.0,131.0,133.0,1.5,2022,7,24271,7,20,2.0,2.0,2.0,2.0,0.0,0.0,30.0,1.9999999999999991
2022-08-31,Anchorage,AK,Passenger,2.0,0.0,2.0,128.0,130.0,1.54,2022,8,24272,7,21,2.0,2.0,2.0,2.0,0.0,0.0,32.0,1.999999999999998
2022-09-30,Anchorage,AK,Passenger,2.0,0.0,2.0,125.0,127.0,1.57,2022,9,24273,7,22,2.0,2.0,2.0,2.0,0.0,0.0,34.0,1.999999999999996
2022-10-31,Anchorage,AK,Passenger,1.0,0.0,1.0,125.0,126.0,0.79,2022,10,24274,7,23,2.0,2.0,2.0,2.0,-0.5,-0.5,35.0,1.8571428571428572
2022-11-30,Anchorage,AK,Passenger,1.0,0.0,1.0,123.0,124.0,0.81,2022,11,24275,7,24,1.0,2.0,2.0,1.6666666666666667,0.0,-0.5,36.0,1.6285714285714263
2022-12-31,Anchorage,AK,Passenger,1.0,0.0,1.0,120.0,121.0,0.83,2022,12,24276,7,25,1.0,1.0,2.0,1.3333333333333333,0.0,-0.5,37.0,1.3714285714285692
2023-01-31,Anchorage,AK,Passenger,1.0,0.0,1.0,119.0,120.0,0.83,2023,1,24277,7,26,1.0,1.0,1.0,1.0,0.0,0.0,38.0,1.14285714285714
2023-02-28,Anchorage,AK,Passenger,1.0,0.0,1.0,117.0,118.0,0.85,2023,2,24278,7,27,1.0,1.0,1.0,1.0,0.0,0.0,39.0,0.999999999999994
2023-03-31,Anchorage,AK,Passenger,1.0,0.0,1.0,111.0,112.0,0.89,2023,3,24279,7,28,1.0,1.0,1.0,1.0,0.0,0.0,40.0,0.9999999999999972
2023-04-30,Anchorage,AK,Passenger,1.0,0.0,1.0,105.0,106.0,0.94,2023,4,24280,7,29,1.0,1.0,1.0,1.0,0.0,0.0,41.0,0.9999999999999988
2023-05-31,Anchorage,AK,Passenger,1.0,0.0,1.0,105.0,106.0,0.94,2023,5,24281,7,30,1.0,1.0,1.0,1.0,0.0,0.0,42.0,0.9999999999999968
2023-06-30,Anchorage,AK,Passenger,1.0,0.0,1.0,101.0,102.0,0.98,2023,6,24282,7,31,1.0,1.0,1.0,1.0,0.0,0.0,43.0,0.9999999999999948
2023-07-31,Anchorage,AK,Passenger,1.0,0.0,1.0,99.0,100.0,1.0,2023,7,24283,7,32,1.0,1.0,1.0,1.0,0.0,0.0,44.0,0.9999999999999966
2023-08-31,Anchorage,AK,Passenger,1.0,0.0,1.0,93.0,94.0,1.06,2023,8,24284,7,33,1.0,1.0,1.0,1.0,0.0,0.0,45.0,0.999999999999997
2023-09-30,Anchorage,AK,Passenger,1.0,0.0,1.0,89.0,90.0,1.11,2023,9,24285,7,34,1.0,1.0,1.0,1.0,0.0,0.0,46.0,0.999999999999997
2023-10-31,Anchorage,AK,Passenger,1.0,0.0,1.0,87.0,88.0,1.14,2023,10,24286,7,35,1.0,1.0,1.0,1.0,0.0,0.0,47.0,0.9999999999999964
2023-11-30,Anchorage,AK,Passenger,1.0,0.0,1.0,88.0,89.0,1.12,2023,11,24287,7,36,1.0,1.0,1.0,1.0,0.0,0.0,48.0,0.999999999999997
2023-12-31,Anchorage,AK,Passenger,1.0,0.0,1.0,83.0,84.0,1.19,2023,12,24288,7,37,1.0,1.0,1.0,1.0,0.0,0.0,49.0,0.9999999999999958
2024-01-31,Anchorage,AK,Passenger,1.0,0.0,1.0,80.0,81.0,1.23,2024,1,24289,7,38,1.0,1.0,1.0,1.0,0.0,0.0,50.0,0.9999999999999944
2024-02-29,Anchorage,AK,Passenger,1.0,0.0,1.0,77.0,78.0,1.28,2024,2,24290,7,39,1.0,1.0,1.0,1.0,0.0,0.0,51.0,0.9999999999999928
2017-06-30,Anne Arundel,MD,Passenger,0.0,1.0,1.0,496.0,497.0,0.2,2017,6,24210,8,5,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0000000000000002
2017-07-31,Anne Arundel,MD,Passenger,0.0,1.0,1.0,498.0,499.0,0.2,2017,7,24211,8,6,1.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0
2017-08-31,Anne Arundel,MD,Passenger,0.0,1.0,1.0,493.0,494.0,0.2,2017,8,24212,8,7,1.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0
